Location,Code,Object,Text,,,,,,,,,
20,k6h7,Вид + Креслення,"Так, он там унизу територія позаду в'язниці. Згідно з планами, це єдине вікно назовні, яке не перебуває під постійним наглядом.",,,,,,,,Вид + Чертежи,"Да, вон там внизу территория позади тюрьмы. Согласно планам, это единственное окно наружу, которое не находится под постоянным наблюдением."
20,k6h9,Вид + Повітряна куля,Звучить водночас весело і як погана ідея.,,,,,,,,Вид + Воздушный шар,Звучит одновременно весело и как плохая идея.
20,k6j6,Вид + Цегла,"[Якщо A9: Читати k6k5. Інакше:] Ого. Це те, чим ти займаєшся у повсякденному житті: кидаєш цеглу з церковних веж? Твоя мама знає, що ти в це граєш?",,,,,,,,Вид + Кирпич,"[Если A9: Читать k6k5. Иначе:] Ого. Это то, чем ты занимаешься в повседневной жизни: бросаешь кирпичи с церковных башен? Твоя мама знает, что ты в это играешь?"
20,k6k5,Вид + Цегла,"Так, знаєш, може, я й не знайду цьому застосування, але принаймні зіб'ю кількох голубів по дорозі до мого фургона. [Ви прив'язуєте один кінець зубної нитки до поручня. Потім ретельно прицілюєтеся і кидаєте цеглу на дах в'язниці внизу. Викресліть K5. Видаліть картку №05 з гри. Покладіть картку №34 у цю локацію.]",,,,,,,,Вид + Кирпич,"Да, знаешь, может, я и не найду этому применения, но по крайней мере собью пару голубей по пути к моему фургону. [Вы привязываете один конец зубной нити к перилам. Затем тщательно прицеливаетесь и бросаете кирпич на крышу тюрьмы внизу. Вычеркните K5. Удалите карту №05 из игры. Положите карту №34 в эту локацию.]"
20,z2h8,Поручень + Магніт,"Схоже, поручень не магнітний. Мабуть, тому я й не знайшов на ньому приліпленого магніту відразу.",,,,,,,,Перила + Магнит,"Похоже, перила не магнитные. Наверное, поэтому я и не нашел на них прилепленного магнита сразу."
20,z2r9,Поручень + Цегла,[Якщо A9: Читати z3h4. Інакше:] Дивись! Я можу втримати цеглу на поруч... АЙ! Дурна штука впала мені на ногу.,,,,,,,,Перила + Кирпич,[Если A9: Читать z3h4. Иначе:] Смотри! Я могу удержать кирпич на пери... АЙ! Тупая штука упала мне на ногу.
20,z3h4,Поручень + Цегла,Дай подумати... Якщо я прив'яжу один кінець зубної нитки до поручня... я міг би... хм...,,,,,,,,Перила + Кирпич,Дай подумать... Если я привяжу один конец зубной нити к перилам... я мог бы... хм...
20,z5m9,,"Знаєте, я думаю, мені доведеться знайти інший спосіб доставити мобільний всередину... А що, як мені знову зателефонують, а я не зможу відповісти? Так, потримаю його при собі ще трохи. Гаразд, поїхали, готові? Сподіваюся, дідько забирай, це спрацює, і я не ввімкну жодної сигналізації. [Ви відпускаєте форму, і вона мчить до в'язниці з шаленою швидкістю. Поверніть картку №22 до колоди.] Хух, здається, все добре. Ходімо перевіримо. [Перейдіть до локації 04 і прочитайте там r0k9.]",,,,,,,,,"Знаете, я думаю, мне придется найти другой способ доставить мобильный внутрь... А что, если мне снова позвонят, а я не смогу ответить? Да, подержу его при себе еще немного. Ладно, поехали, готовы? Надеюсь, черт возьми, это сработает, и я не включу никакую сигнализацию. [Вы отпускаете форму, и она несется к тюрьме с бешеной скоростью. Верните карту №22 в колоду.] Фух, кажется, все хорошо. Пойдем проверим. [Перейдите в локацию 04 и прочитайте там r0k9.]"
20,z7v1,Зіплайн + Фальшива форма,"Ну, що скажете? Тримає! Хмм... Цікаво, чи витримає він трохи більшу вагу... [Ви кладете передавач у кишеню.] Лінія тримає. Поверніть картку №03 до колоди.] Чудово. Головне не забути забрати це пізніше. Так, а де мій телефон? [Дістаючи мобільний, ви помічаєте, що на ньому блимає індикатор.] Ха, каже, що я пропустив дзвінок. Подивимося, що там. [Викресліть B9. Ваш телефон пілікає. Перейдіть до сцени H.]",,,,,,,,Зиплайн + Фальшивая форма,"Ну, что скажете? Держит! Хмм... Интересно, выдержит ли он чуть больший вес... [Вы кладете передатчик в карман.] Линия держит. Верните карту №03 в колоду.] Отлично. Главное не забыть забрать это позже. Так, а где мой телефон? [Доставая мобильный, вы замечаете, что на нем мигает индикатор.] Ха, говорит, что я пропустил звонок. Посмотрим, что там. [Вычеркните B9. Ваш телефон пиликает. Перейдите к сцене H.]"
20,z9b3,Зіплайн + Фальшива форма,"[Якщо E6: Читати z7v1. Інакше:] Гарна ідея, але не думаю, що так вийде. Що, як вона впаде? Що, як застрягне на півдорозі? Треба подумати краще.",,,,,,,,Зиплайн + Фальшивая форма,"[Если E6: Читать z7v1. Иначе:] Хорошая идея, но не думаю, что так получится. Что, если она упадет? Что, если застрянет на полпути? Надо подумать получше."
20,z9b6,Зіплайн + Одяг,"Я міг би сушити їх тут, якщо вони колись намокнуть.",,,,,,,,Зиплайн + Одежда,"Я мог бы сушить их здесь, если они когда-нибудь намокнут."
20,z9p5,Оглянути зіплайн,Його практично не видно в нічному світлі.,,,,,,,,Осмотреть зиплайн,Его практически не видно в ночном свете.
20,z9b4,Зіплайн + Мобільний телефон,"Занадто ризиковано. Що, як він розіб'ється? Ні, доведеться знайти безпечніший шлях.",,,,,,,,Зиплайн + Мобильный телефон,"Слишком рискованно. Что, если он разобьется? Нет, придется найти более безопасный путь."
20,z9z3,,"Гей, що ти робиш? Тобі ніхто не казав читати цей код! [Візьміть картку №39.]",,,,,,,,,"Эй, ты что творишь? Никто не говорил тебе читать этот код! [Возьмите карту №39.]"
20,b4i0,Оглянути поручень,Найвищий виклик для скейтбордиста.,,,,,,,,Осмотреть перила,Высший вызов для скейтбордиста.
20,b4t0,Поручень + Зубна нитка,Насправді це дуже гарна ідея. Але кинути її буде важко...,,,,,,,,Перила + Зубная нить,На самом деле это очень хорошая идея. Но бросить ее будет сложно...
20,d8j4,Оглянути цеглу,"Так, ця цеглина хитається. Ну, після 15 хвилин розхитування — точно хитається. [Викресліть A7. Візьміть картку №05.]",,,,,,,,Осмотреть кирпич,"Да, этот кирпич шатается. Ну, после 15 минут расшатывания — точно шатается. [Вычеркните A7. Возьмите карту №05.]"
20,i0b3,Вид + Фальшива форма,"Непогана ідея, але навіть найменший порив вітру зіпсує цей план.",,,,,,,,Вид + Фальшивая форма,"Неплохая идея, но даже малейший порыв ветра испортит этот план."
20,i0b4,Вид + Мобільний телефон,"Вийшло б гарне фото. Треба подзвонити Майку, може, у нього є одна з тих фотокамер.",,,,,,,,Вид + Мобильный телефон,"Получилось бы хорошее фото. Надо позвонить Майку, может, у него есть одна из тех фотокамер."
20,i0c2,Вид + Зубна нитка,"Ти коли-небудь пробував кидати зубну нитку, Павуче? Вона не зовсім для цього створена.",,,,,,,,Вид + Зубная нить,"Ты когда-нибудь пробовал бросать зубную нить, Паучок? Она не совсем для этого создана."
20,i0d4,Вид + Монета,"Минулого разу, коли я кинув монету з хмарочоса, я вбив кота. Я маю на увазі, це сталося через кілька місяців, але все ж. [Ви все одно кидаєте монету. Поверніть картку №06 до колоди. Внизу ви чуєте виття собаки.] Ой, мабуть, влучив у сторожового пса. [Якщо E8: Читати i0e8. Якщо E3: Читати i0d9. Інакше:] Я ж казав, у мене талант кривдити тварин, кидаючи монети згори. До речі, мені, мабуть, потрібна була та монета... [Викресліть E3.]",,,,,,,,Вид + Монета,"В прошлый раз, когда я бросил монету с небоскреба, я убил кота. Я имею в виду, это случилось через несколько месяцев, но все же. [Вы все равно бросаете монету. Верните карту №06 в колоду. Внизу вы слышите вой собаки.] Ой, наверное, попал в сторожевого пса. [Если E8: Читать i0e8. Если E3: Читать i0d9. Иначе:] Я же говорил, у меня талант калечить животных, бросая монеты сверху. Кстати, мне, наверное, нужна была та монета... [Вычеркните E3.]"
20,i0d9,Вид + Монета,"Шкода, пес не поверне мені монету. Маю передчуття, що вона могла знадобитися мені пізніше. [Викресліть E8.]",,,,,,,,Вид + Монета,"Жаль, пес не вернет мне монету. У меня предчувствие, что она могла понадобиться мне позже. [Вычеркните E8.]"
20,i0e8,Вид + Монета,[Перейдіть до локації 19 і прочитайте там v9z9.],,,,,,,,Вид + Монета,[Перейдите в локацию 19 и прочитайте там v9z9.]
20,i0p5,Оглянути вид,Гарний краєвид.,,,,,,,,Осмотреть вид,Красивый вид.
0,h5t0,Вішак + Зубна нитка,"Поки ти там майструєш мобілі для дитячих ліжечок, я спробую зібрати команду, гаразд?",,,,,,,,Вешалка + Зубная нить,"Пока ты там мастеришь мобили для детских кроваток, я тут попытаюсь собрать команду, ладно?"
0,h7b3,Мобільний телефон + Фальшива форма,"Я міг би його туди покласти, але він може випасти. А я не хочу пропустити дзвінок.",,,,,,,,Мобильный телефон + Фальшивая форма,"Я мог бы его туда положить, но он может выпасть. А я не хочу пропустить звонок."
0,h7p5,Використати мобільний телефон,Кому дзвонитимеш? (Мисливцям на привидів?),,,,,,,,Использовать мобильный телефон,Кому позвонишь? (Охотникам за привидениями?)
0,i2b4,Монета + Мобільний телефон,"Я міг би так дістатися до батареї, але мені це не потрібно.",,,,,,,,Монета + Мобильный телефон,"Я мог бы так добраться до батареи, но мне это не нужно."
0,i2p5,Використати монету,"Орел чи решка? [Ви підкидаєте монету.] Орел, я так і знав! [А чого ви очікували?]",,,,,,,,Использовать монету,"Орел или решка? [Вы подбрасываете монету.] Орел, я так и знал! [А чего вы ожидали?]"
0,i2z2,Монета + Магнітна картка,"Чувак, це ключ-картка, а не лотерейний білет, який треба стирати.",,,,,,,,Монета + Магнитная карта,"Чувак, это ключ-карта, а не лотерейный билет, который надо стирать."
0,i3b1,Зубна нитка + Іграшковий значок,Значок має затискач — не треба його нікуди пришивати.,,,,,,,,Зубная нить + Игрушечный значок,У значка есть зажим — не надо его никуда пришивать.
0,i3c4,Монета,Ця 1922 року.,,,,,,,,Монета,Эта 1922 года.
0,i3e5,Зубна нитка + Передавач,"Пані та панове, дозвольте представити: найгірше йо-йо у світі.",,,,,,,,Зубная нить + Передатчик,"Дамы и господа, позвольте представить: худшее йо-йо в мире."
0,i3g4,Зубна нитка + Коробка пластівців,"Ага, б'юсь об заклад, личинки всередині залюбки б її зжерли.",,,,,,,,Зубная нить + Коробка хлопьев,"Ага, держу пари, личинки внутри с удовольствием бы ее слопали."
0,i3h7,Зубна нитка + Креслення,Зубна нитка чудово тримає креслення разом.,,,,,,,,Зубная нить + Чертежи,Зубная нить отлично держит чертежи вместе.
0,i3h9,Зубна нитка + Повітряна куля,"Так, це працює, але що мені почепити на інший кінець зубної нитки?",,,,,,,,Зубная нить + Воздушный шар,"Да, это работает, но что мне повесить на другой конец зубной нити?"
0,i3i1,Зубна нитка + Свинцева труба,"Ні, я зараз не в настрої для наукових експериментів. До того ж, я все одно не знав би, що роблю.",,,,,,,,Зубная нить + Свинцовая труба,"Не, я сейчас не в настроении для научных экспериментов. К тому же, я все равно не знал бы, что делаю."
0,i3j6,Зубна нитка + Цегла,"Хмм... Якщо я обв'яжу це навколо того і зроблю вузол... Гаразд. Тепер це цеглина, обмотана зубною ниткою. МакГайвер би пишався. [Викресліть A9.]",,,,,,,,Зубная нить + Кирпич,"Хмм... Если я обвяжу это вокруг того и сделаю узел... Ладно. Теперь это кирпич, обмотанный зубной нитью. МакГайвер бы гордился. [Вычеркните A9.]"
0,i3j8,Зубна нитка + Магніт,"Ні, магніт занадто важкий, вона одразу порветься.",,,,,,,,Зубная нить + Магнит,"Не, магнит слишком тяжелый, она сразу порвется."
0,i3k0,Зубна нитка + Пляшка,Мені не треба розмахувати цією пляшкою.,,,,,,,,Зубная нить + Бутылка,Мне не нужно размахивать этой бутылкой.
0,i3x9,Зубна нитка + Чайні пакетики,Чайні пакетики вже мають ниточки.,,,,,,,,Зубная нить + Чайные пакетики,Чайные пакетики уже с ниточками.
0,i5b3,Зубна нитка + Фальшива форма,"Подивимося... Ні, дірок, які треба зашити, немає.",,,,,,,,Зубная нить + Фальшивая форма,"Посмотрим... Нет, дырок, которые нужно зашить, нет."
0,i5b4,Зубна нитка + Мобільний телефон,"Я міг би використати зубну нитку, щоб прив'язати свій телефон до... так, до чого?",,,,,,,,Зубная нить + Мобильный телефон,"Я мог бы использовать зубную нить, чтобы привязать свой телефон к... да, к чему?"
0,i5b6,Зубна нитка + Одяг,"[Якщо J5: Читати i5c9. Інакше:] Подивимося... Ні, дірок, які треба зашити, немає.",,,,,,,,Зубная нить + Одежда,"[Если J5: Читать i5c9. Иначе:] Посмотрим... Нет, дырок, которые нужно зашить, нет."
0,i5c9,Зубна нитка + Одяг,"[Ви шукаєте щось у своєму рюкзаку.] А, ось воно! [Ви знаходите шматок дроту, який прив'язуєте до зубної нитки.] Тепер я можу зашити ту дірку, яку сам зробив.",,,,,,,,Зубная нить + Одежда,"[Вы ищете что-то в своем рюкзаке.] А, вот оно! [Вы находите кусок проволоки, который привязываете к зубной нити.] Теперь я могу зашить ту дырку, которую сам сделал."
0,i5d4,Зубна нитка + Монета,"О так, чудово! Це означає, що я міг би використати монету в автоматі, а потім витягнути її назад... от тільки в реальному світі це не працює.",,,,,,,,Зубная нить + Монета,"О да, отлично! Это значит, что я мог бы использовать монету в автомате, а потом вытащить ее обратно... вот только в реальном мире это не работает."
0,i5r3,Зубна нитка + Коктейль,Дивись! Тепер у мене синя зубна нитка. Гидота.,,,,,,,,Зубная нить + Коктейль,Смотри! Теперь у меня синяя зубная нить. Гадость.
0,i5t7,Зубна нитка + Сірники,"Граната пішла! ... Ой, забув, у цій грі немає вибухівки.",,,,,,,,Зубная нить + Спички,"Граната пошла! ... Ой, забыл, в этой игре нет взрывчатки."
0,i5t8,Зубна нитка + Летючий телефон,"Ні, думаю, воно й так нормально триматиметься.",,,,,,,,Зубная нить + Летающий телефон,"Не, думаю, оно и так будет нормально держаться."
0,i5x7,Монета,Ця 1904 року.,,,,,,,,Монета,Эта 1904 года.
0,i5z2,Зубна нитка + Магнітна картка,Не спрацює — в картці немає отвору.,,,,,,,,Зубная нить + Магнитная карта,Не сработает — в карте нет отверстия.
0,i6e3,Магніт + Іграшковий значок,Значок зроблений із пластику.,,,,,,,,Магнит + Игрушечный значок,Значок сделан из пластика.
0,i6x4,Магніт + Свинцева труба,"Якби ж у мене був менший магніт, я міг би дивитися, як він вічність падає крізь неї.",,,,,,,,Магнит + Свинцовая труба,"Эх, если бы у меня был магнит поменьше, я мог бы смотреть, как он вечность падает сквозь нее."
0,i7e8,Передавач + Летючий телефон,Ем... ні.,,,,,,,,Передатчик + Летающий телефон,Эм... нет.
0,i7g2,Передавач + Мобільний телефон,Передавач не підключається до мого телефону.,,,,,,,,Передатчик + Мобильный телефон,Передатчик не подключается к моему телефону.
0,i7g6,Передавач + Монета,"Я не хочу його відкривати; а що, як я його зламаю?",,,,,,,,Передатчик + Монета,"Я не хочу его открывать; а что, если я его сломаю?"
0,i7g8,Передавач + Фальшива форма,"[Якщо A3: Читати i7h7. Інакше:] Хм, так, гадаю, якщо мені вдасться якось пронести форму, я зможу пронести і передавач у такий спосіб. Подумаємо про це, коли настане час.",,,,,,,,Передатчик + Фальшивая форма,"[Если A3: Читать i7h7. Иначе:] Хм, да, думаю, если мне удастся как-то пронести форму, я смогу пронести и передатчик таким образом. Подумаем об этом, когда придет время."
0,i7h7,Передавач + Фальшива форма,"Я не буду класти передавач назад; він саме там, де мені потрібно.",,,,,,,,Передатчик + Фальшивая форма,"Я не буду класть передатчик обратно; он именно там, где мне нужно."
0,i7i0,Використати передавач,"Не питайте мене; я й гадки не маю, як користуватися цими штуками.",,,,,,,,Использовать передатчик,"Не спрашивайте меня; я понятия не имею, как пользоваться этими штуками."
0,i7m7,Передавач + Одяг,Запам'ятай цю думку...,,,,,,,,Передатчик + Одежда,Запомни эту мысль...
0,j0x4,Креслення + Свинцева труба,На кресленнях немає водопроводу.,,,,,,,,Чертежи + Свинцовая труба,На чертежах нет водопровода.
0,j1p5,Використати фальшиву форму,"[Якщо D7: Читати j1r0. Інакше:] Я міг би це вдягнути, але не тут.",,,,,,,,Использовать фальшивую форму,"[Если D7: Читать j1r0. Иначе:] Я мог бы это надеть, но не здесь."
0,j1r0,Оглянути фальшиву форму,"Ага, передавач все ще тут. Заберу його. [Викресліть A3. Візьміть картку №03.] Тепер знайдімо гарне місце, щоб переодягнутися.",,,,,,,,Осмотреть фальшивую форму,"Ага, передатчик все еще здесь. Заберу его. [Вычеркните A3. Возьмите карту №03.] Теперь найдем хорошее место, чтобы переодеться."
0,j1t7,Фальшива форма + Сірники,"Та годі, все не так погано.",,,,,,,,Фальшивая форма + Спички,"Да ладно, все не так плохо."
0,j4c1,Чайні пакетики + Коробка пластівців,"Що, у нас сніданок?",,,,,,,,Чайные пакетики + Коробка хлопьев,"Что, у нас завтрак?"
0,j5g8,Повітряна куля + Фальшива форма,Форма занадто важка.,,,,,,,,Воздушный шар + Фальшивая форма,Форма слишком тяжелая.
0,j5j0,Повітряна куля + Сірники,"[Якщо F1: Читати j6v8. Інакше:] Можна було б, але вони ще мокрі.",,,,,,,,Воздушный шар + Спички,"[Если F1: Читать j6v8. Иначе:] Можно было бы, но они еще мокрые."
0,j6v8,Повітряна куля + Сірники,"[Ви запалюєте сірник...] Упс. Здається, мені б це знадобилося. [Вітаємо! Ви щойно програли гру...]",,,,,,,,Воздушный шар + Спички,"[Вы зажигаете спичку...] Упс. Кажется, мне бы это пригодилось. [Поздравляем! Вы только что проиграли игру...]"
0,j7t8,Пляшка,Наповнена по вінця святою водою.,,,,,,,,Бутылка,Наполнена до краев святой водой.
0,j8v8,Викрутка + Снігова куля,Мені подобається ця снігова куля. Я не хочу її розбивати.,,,,,,,,Отвертка + Снежный шар,Мне нравится этот снежный шар. Я не хочу его разбивать.
0,k0x6,Фальшива форма,Тепер вона на вішаку.,,,,,,,,Фальшивая форма,Теперь она на вешалке.
0,k3c7,Цегла + Креслення,"Я можу використати цю цеглу, щоб притиснути креслення. Захопливо.",,,,,,,,Кирпич + Чертежи,"Я могу использовать этот кирпич, чтобы прижать чертежи. Захватывающе."
0,k3t6,Цегла + Повітряна куля,"Майже поетично, чи не так?",,,,,,,,Кирпич + Воздушный шар,"Почти поэтично, не так ли?"
0,k3v5,Цегла + Пляшка,[Якщо A9: Читати k4b8. Якщо D9: Читати k3z2. Інакше:] Навіщо розбивати цілком нормальну пляшку?,,,,,,,,Кирпич + Бутылка,[Если A9: Читать k4b8. Если D9: Читать k3z2. Иначе:] Зачем разбивать вполне нормальную бутылку?
0,k3z2,Цегла + Пляшка,Це цегла; вона чистішою не стане. Вона практично зроблена з бруду.,,,,,,,,Кирпич + Бутылка,Это кирпич; он чище не станет. Он практически сделан из грязи.
0,k4b8,Цегла + Пляшка,Навіщо мені прив'язувати пляшку до цегли?,,,,,,,,Кирпич + Бутылка,Зачем мне привязывать бутылку к кирпичу?
0,k4j8,Монета + Магніт,Це підтверджує мою підозру: монети справді магнітяться. Ого! [Візьміть картку №59.],,,,,,,,Монета + Магнит,Это подтверждает мое подозрение: монеты действительно магнитятся. Ого! [Возьмите карту №59.]
0,k5b1,Одяг + Іграшковий значок,"[Якщо J9: Читати k5b8. Інакше:] Якщо причепити значок на цей одяг, нікого не обдуриш...",,,,,,,,Одежда + Игрушечный значок,"[Если J9: Читать k5b8. Иначе:] Если прицепить значок на эту одежду, никого не обманешь..."
0,k5b8,Одяг + Іграшковий значок,"Не ідеально, але краще, ніж нічого. [Видаліть картку №25. Викресліть D6. Якщо D5: Читати k5c4.]",,,,,,,,Одежда + Игрушечный значок,"Не идеально, но лучше, чем ничего. [Удалите карту №25. Вычеркните D6. Если D5: Читать k5c4.]"
0,k5c4,Одяг,"Думаю, краще вже не буде. [Викресліть K7. Видаліть картку №04. Візьміть картку №22.]",,,,,,,,Одежда,"Думаю, лучше уже не будет. [Вычеркните K7. Удалите карту №04. Возьмите карту №22.]"
0,k5h7,Одяг + Креслення,"Хмм... Мені знадобиться форма, щоб вільно розгулювати в'язницею.",,,,,,,,Одежда + Чертежи,"Хмм... Мне понадобится форма, чтобы свободно разгуливать по тюрьме."
0,k5j6,Одяг + Цегла,Геніально! Тепер у штанях дірка... [Викресліть J5.],,,,,,,,Одежда + Кирпич,Гениально! Теперь в штанах дырка... [Вычеркните J5.]
0,k5k0,Одяг + Пляшка,"[Якщо D9: Читати k5t5. Інакше:] Ні, мені не потрібна пляшка всередині.",,,,,,,,Одежда + Бутылка,"[Если D9: Читать k5t5. Иначе:] Не, мне не нужна бутылка внутри."
0,k5t5,Одяг + Пляшка,"[Якщо D4 або D5: Читати k5v3. Інакше:] Так, гаразд, трохи почистимо їх...",,,,,,,,Одежда + Бутылка,"[Если D4 или D5: Читать k5v3. Иначе:] Да, ладно, немного почистим их..."
0,k5v3,Одяг + Пляшка,"Навіщо мені змивати колір? Після всіх зусиль, які я доклав, щоб їх пофарбувати?!",,,,,,,,Одежда + Бутылка,"Зачем мне смывать цвет? После всех усилий, которые я приложил, чтобы их покрасить?!"
0,k5x9,Одяг + Чайні пакетики,"Чай має правильний колір, але... що я маю робити, втирати його?",,,,,,,,Одежда + Чайные пакетики,"Чай имеет правильный цвет, но... что я должен делать, втирать его?"
0,k9b3,Магнітна картка + Фальшива форма,"Не думаю, що ця картка знадобиться мені у в'язниці.",,,,,,,,Магнитная карта + Фальшивая форма,"Не думаю, что эта карта понадобится мне в тюрьме."
0,m1i0,Оглянути чайні пакетики,"Текст на етикетці вицвів до невпізнання, але пахне лимоном.",,,,,,,,Осмотреть чайные пакетики,"Текст на этикетке выцвел до неузнаваемости, но пахнет лимоном."
0,m1v2,Чайні пакетики + Коробка пластівців,"Так, напій, мабуть, змінив би колір, але рідини замало...",,,,,,,,Чайные пакетики + Коробка хлопьев,"Да, напиток, наверное, изменил бы цвет, но жидкости маловато..."
0,m8c7,Вішак + Креслення,"Якщо плани колись намокнуть, я їх так і висушу.",,,,,,,,Вешалка + Чертежи,"Если планы когда-нибудь намокнут, я их так и высушу."
0,m8h8,Вішак + Магніт,Прикинь: цей металевий вішак... справді магнітиться! Шок. Сенсація.,,,,,,,,Вешалка + Магнит,Прикинь: эта металлическая вешалка... действительно магнитится! Шок. Сенсация.
0,m8m6,Вішак + Передавач,"Гадаю, я міг би зробити антену з цього вішака.",,,,,,,,Вешалка + Передатчик,"Думаю, я мог бы сделать антенну из этой вешалки."
0,m8p4,Вішак + Чайні пакетики,Вони вже сухі.,,,,,,,,Вешалка + Чайные пакетики,Они уже сухие.
0,m8r9,Вішак + Цегла,"[Якщо A9: Читати m8t1. Інакше:] Гадаю, я міг би розтрощити вішак...",,,,,,,,Вешалка + Кирпич,"[Если A9: Читать m8t1. Иначе:] Думаю, я мог бы разбить вешалку..."
0,m8t1,Вішак + Цегла,Я міг би тренувати свої навички метання молота з цією штуковиною.,,,,,,,,Вешалка + Кирпич,Я мог бы тренировать свои навыки метания молота с этой штуковиной.
0,m8t2,Вішак + Презервативи,"Майже впевнений, що презерватив використовують не так.",,,,,,,,Вешалка + Презервативы,"Почти уверен, что презерватив используют не так."
0,m8t6,Вішак + Повітряна куля,"Летючий вішак, га? Можна продати в IKEA...",,,,,,,,Вешалка + Воздушный шар,"Летающая вешалка, а? Можно продать в IKEA..."
0,p7d3,Труба + Викрутка,"О так, видряпаймо щось на ній. ""Я... люблю... марнувати час"".",,,,,,,,Труба + Отвертка,"О да, давай выцарапаем что-нибудь на ней. ""Я... люблю... тратить время""."
0,p9t1,Труба + Мітла,"Тепер у мене чистіша труба, ніж була раніше.",,,,,,,,Труба + Метла,"Теперь у меня труба чище, чем была раньше."
0,r0i0,Оглянути коробку пластівців,"На коробці написано ""іграшка всередині"". Цікаво, чи вона ще там.",,,,,,,,Осмотреть коробку хлопьев,"На коробке написано ""игрушка внутри"". Интересно, она еще там."
0,r0v2,Коробка пластівців + Коктейль,"О, сніданок джентльмена, еге ж?",,,,,,,,Коробка хлопьев + Коктейль,"О, завтрак джентльмена, а?"
0,r6b3,Летючий телефон + Фальшива форма,Форма занадто важка.,,,,,,,,Летающий телефон + Фальшивая форма,Форма слишком тяжелая.
0,r6e1,Летючий телефон + Труба,Це як піньята... ти отримуєш розбитий мобільник.,,,,,,,,Летающий телефон + Труба,Это как пиньята... ты получаешь разбитый мобильник.
0,r6t7,Летючий телефон + Сірники,"[Якщо D2: Читати r8h6. Інакше:] Я міг би спалити це все, але краще не буду.",,,,,,,,Летающий телефон + Спички,"[Если D2: Читать r8h6. Иначе:] Я мог бы сжечь это все, но лучше не буду."
0,r8h6,Летючий телефон + Сірники,Ти нічому не навчився?!,,,,,,,,Летающий телефон + Спички,Ты ничему не научился?!
0,r9p5,Оглянути коктейль,"Напій, схоже, пофарбований у синій колір якоюсь екзотичною квіткою. Хмм...",,,,,,,,Осмотреть коктейль,"Напиток, похоже, окрашен в синий цвет каким-то экзотическим цветком. Хмм..."
0,t0y1,Коробка пластівців,"Зачекай... пластівці, личинки... ось вона! [Видаліть картку №23. Викресліть G5. Візьміть картку №25.]",,,,,,,,Коробка хлопьев,"Погоди... хлопья, личинки... вот она! [Удалите карту №23. Вычеркните G5. Возьмите карту №25.]"
0,t4i0,Оглянути снігову кулю,"Чи люблять в'язні єдинорогів? Здається, я щось таке чув.",,,,,,,,Осмотреть снежный шар,"Любят ли заключенные единорогов? Кажется, я что-то такое слышал."
0,t4t5,Снігова куля + Мітла,"Думаю, мітла виконала своє призначення.",,,,,,,,Снежный шар + Метла,"Думаю, метла выполнила свое предназначение."
0,t7b3,Іржавий ключ + Фальшива форма,"Не думаю, що цей ключ знадобиться мені у в'язниці.",,,,,,,,Ржавый ключ + Фальшивая форма,"Не думаю, что этот ключ пригодится мне в тюрьме."
0,t7p5,Оглянути іржавий ключ,"Це ключ від вбиральні ""Блакитної Мамби"".",,,,,,,,Осмотреть ржавый ключ,"Это ключ от туалета ""Голубой Мамбы""."
0,t9d9,Сірники,"Сухі, як кістка.",,,,,,,,Спички,"Сухие, как кость."
0,t9j8,Іржавий ключ + Магніт,"Саме так, друже... ключі магнітяться. З цим розібралися.",,,,,,,,Ржавый ключ + Магнит,"Именно так, дружище... ключи магнитятся. С этим разобрались."
0,v1c1,Передавач + Коробка пластівців,"Ховати передавач у коробці не допоможе. До того ж, личинки можуть його зіпсувати.",,,,,,,,Передатчик + Коробка хлопьев,"Прятать передатчик в коробке не поможет. К тому же, личинки могут его испортить."
0,v1c7,Передавач + Креслення,"На цих кресленнях не вказано, де у в'язниці комп'ютери.",,,,,,,,Передатчик + Чертежи,"На этих чертежах не указано, где в тюрьме компьютеры."
0,v1h8,Передавач + Магніт,"Чесно, гадки не маю, що ти задумав, МакГайвере.",,,,,,,,Передатчик + Магнит,"Честно, понятия не имею, что ты задумал, МакГайвер."
0,v1j9,Передавач + Викрутка,"Я краще залишу цю штуку як є, щоб не зламати.",,,,,,,,Передатчик + Отвертка,"Я лучше оставлю эту штуку как есть, чтобы не сломать."
0,v1t2,Передавач + Презервативи,"Я не хочу пхати його туди, він тільки вимажеться у змазці.",,,,,,,,Передатчик + Презервативы,"Я не хочу пихать его туда, он только измажется в смазке."
0,v1t6,Передавач + Повітряна куля,Він занадто важкий.,,,,,,,,Передатчик + Воздушный шар,Он слишком тяжелый.
0,v4p4,Повітряна куля + Чайні пакетики,Хто ж не любить легкий чай?,,,,,,,,Воздушный шар + Чайные пакетики,Кто же не любит легкий чай?
0,v7g2,Презервативи + Мобільний телефон,"Я не хочу пхати його туди, він тільки вимажеться у змазці.",,,,,,,,Презервативы + Мобильный телефон,"Я не хочу пихать его туда, он только измажется в смазке."
0,v7g8,Презервативи + Фальшива форма,"Занадто велика, щоб туди влізти.",,,,,,,,Презервативы + Фальшивая форма,"Слишком большая, чтобы туда влезть."
0,v7i0,Використати презервативи,"Прямо тут?! Опануй себе, чоловіче!",,,,,,,,Использовать презервативы,"Прямо здесь?! Возьми себя в руки, мужик!"
